Category,Name,Street,City,State,Zip,Phone,Twitter
Shopping,Beauty Supply King of Maxim,2135 Williamsbridge Rd,Bronx,NY,10461,(718) 239-4574,n/a
Shopping,Beauty Town,43 Hugh J Grant Cir,Bronx,NY,10462,(718) 892-2863,n/a
Shopping,Beauty Trends Corp,8418 5th Ave,Brooklyn,NY,11209,(718) 836-5035,n/a
Shopping,Beautyfly Corp,4369 10th St,Long Island City,NY,11101,(718) 482-8575,n/a
Shopping,Bebe Oriental Rugs,44 E 32nd St Ph,New York,NY,10016,(212) 532-9406,n/a
Shopping,Behr Thyssen Ltd,48 Laight St,New York,NY,10013,(212) 274-8860,n/a
Shopping,Behrens Pharmacy,231 Dekalb Ave,Brooklyn,NY,11205,(718) 638-4350,n/a
Shopping,Bejeweled,670 Manhattan Ave,Brooklyn,NY,11222,(718) 784-2340,n/a
Shopping,Belanthi,142 Court Street,Brooklyn,NY,11201,(718) 624-9420,n/a
Shopping,Bella Bath & Body Boutique,3030 Buhre Ave,Bronx,NY,10461,(347) 398-5733,n/a
Shopping,Bella Texstyle,262 W 38th St Rm 604,New York,NY,10018,(212) 704-9960,n/a
Shopping,Belleza Salon & Shop,47 W 42nd St,New York,NY,10036,(212) 575-6323,n/a
Shopping,Bellini Baby & Teen Furniture,1305 2nd Ave,New York,NY,10021,(212) 517-9233,BelliniBabies
Shopping,Belvedere Property Mgmt,155 E 55th St,New York,NY,10022,(212) 758-9725,n/a
Shopping,Ben Baker Photography,36 W 26th St Apt 3,New York,NY,10010,(212) 227-9529,n/a
Shopping,Ben Moses Jewelry Designer,15 W 47th Street Unit 3,New York,NY,10036,(212) 221-1017,n/a
Shopping,Ben-Bay Florist,2010 Bay Ridge Pkwy,Brooklyn,NY,11204,(800) 540-0591,n/a
Shopping,Benedetti Shoes,225 W 34th St,New York,NY,10001,(212) 594-6033,n/a
Shopping,Benefits Design,1133 Broadway,New York,NY,10010,(212) 647-8660,n/a
Shopping,Benoit Alnord,1072 Rutland Rd,Brooklyn,NY,11212,(718) 493-3669,n/a
Shopping,Benoit Barber Shop,172 Park Pl,Brooklyn,NY,11238,(718) 638-7950,n/a
Shopping,Benton True Value Hardware,771 Manhattan Ave,Brooklyn,NY,11222,(718) 383-9766,n/a
Shopping,Bicycle Repairman,4021A 35th Ave,Long Island City,NY,11101,(718) 706-0450,n/a
Shopping,Bicycle Roots,1078 Fulton St,New York,NY,11238,,BicycleRoots
Shopping,Bienstock Herman,36 W 47th St,New York,NY,10036,(212) 719-1780,n/a
Shopping,Big 99,1838 Nostrand Ave,Brooklyn,NY,11226,(718) 287-1466,n/a
Shopping,Big Apple Antiques,145 2nd Ave,New York,NY,10003,(212) 260-5110,n/a
Shopping,BIG APPLE ANTIQUES INC,52 E 11th St,New York,NY,10003,(212) 475-0023,n/a
Shopping,Big Apple Land Service Design,1507 Waterstone Dr,Bronx,NY,10461,(347) 810-7213,n/a
Shopping,Big Bag,175 W 72nd St,New York,NY,10023,(212) 362-5400,n/a
Shopping,Big D Barber Shop,144 W 124th St,New York,NY,10027,(212) 662-0933,n/a
Shopping,Big Deals Warehouse,484 Fulton Street,Brooklyn,NY,11201,(718) 855-3880,n/a
Shopping,Big Love Corp,7 W 30th St Fl 10,New York,NY,10001,(646) 473-2265,n/a
Shopping,Big Ripple,580 Broadway,New York,NY,10012,(212) 343-2403,n/a
Shopping,Big Value,1250 Fulton St,Brooklyn,NY,11216,(718) 398-6552,n/a
Shopping,Bike Doctor NYC,186 W 134th St,Manhattan,NY,10030,(888) 600-1248,Bike_Doctor_NYC
Shopping,Bike Life,56 Lincoln Rd,Brooklyn,NY,11225,(347) 789-5607,n/a
Shopping,Bikes On Myrtle,478 Myrtle Ave,Brooklyn,NY,11205,(347) 788-0478,n/a
Shopping,Bill Lee Studio,151 W 25th St Rm 201,New York,NY,10001,(212) 868-8460,n/a
Shopping,Billy Jean,100 Malcolm X Boulevard,New York,NY,10026,(212) 828-7896,n/a
Shopping,Bina Drugs,1630 Pitkin Ave,Brooklyn,NY,11212,(718) 342-0965,n/a
Shopping,Birch & Blossom,417 7th Ave # A,Brooklyn,NY,11215,(718) 788-5009,n/a
Shopping,Bitforms,529 W 20th St,New York,NY,10011,(212) 366-6939,bitforms
Shopping,BJ Magazines,200 Varick St,New York,NY,10014,(212) 367-9705,n/a
Shopping,BJ's Wholesale Club,131-07 40th Rd,Flushing,NY,11354,,BJsWholesale
Shopping,Black & White On White,153 Lafayette Street,New York,NY,10013,(212) 226-3116,n/a
Shopping,Blaustein Paint and Hardware,304 Bleecker St,New York,NY,10014,(212) 255-1073,n/a
Shopping,Bleecker Street Records,239 Bleecker St,New York,NY,10014,(212) 255-7899,n/a
Shopping,Bleeker Digital Solutions,,New York,NY,10012,(212) 254-4345,n/a
Shopping,Blinde Design Project,13 Crosby St,New York,NY,10013,(212) 925-7208,n/a
Shopping,Blockbuster Video,10709 70th Rd,Flushing,NY,11375,(718) 268-4760,blockbuster
Shopping,Blockbuster Video,8102 3rd Ave,Brooklyn,NY,11209,(718) 491-1118,blockbuster
Shopping,Bloodline,100a Forsyth St,New York,NY,10002,(212) 533-4243,n/a
Shopping,Blooms On Fifth,431 5th Ave,Brooklyn,NY,11215,(718) 768-4441,n/a
Shopping,Blossom Boutique and Spa,1618 Ave M,Brooklyn,NY,11230,(718) 336-4480,n/a
Shopping,Blowback Productions,601 W 26th St,New York,NY,10001,(212) 352-3010,blowbacktv
Shopping,Blue Chip Hair Nail & Skin Care Salon,44 New Street,New York,NY,10004,(212) 509-1979,n/a
Shopping,Blue Gems & Beads,55 W 47th St Ste 1125,New York,NY,10036,(212) 354-7579,n/a
Shopping,BLUE HOLE STUDIOS,964 Dean St,Brooklyn,NY,11238,(718) 484-9777,n/a
Shopping,Blue Meadow Flowers,336 E 13th St,New York,NY,10003,(212) 979-8618,bluemeadownyc
Shopping,Bob Bernard Photography,530 W 23rd Street,New York,NY,10011,(212) 627-2052,n/a
Shopping,Bobby Sportswear,1412 Myrtle Avenue,Brooklyn,NY,11237,(718) 573-5180,n/a
Shopping,Bob's Frame Shop,2713 Broadway,New York,NY,10025,(212) 665-3355,n/a
Shopping,Bofferding Louis,970 Lexington Ave Frnt,New York,NY,10021,(212) 744-6725,n/a
Shopping,Boffi Soho,85 Grand St,New York,NY,10013,(212) 431-8282,n/a
Shopping,Bolo Bolo Blauweh,36A Ralph Ave,Brooklyn,NY,11221,(646) 323-0573,n/a
Shopping,Boman Jewelry,36 W 47th Street Lbby,New York,NY,10036,(212) 302-6866,n/a
Shopping,Bomba Barber Shop,2306 Grand Concourse,Bronx,NY,10458,(718) 329-5737,n/a
Shopping,Bonanno Kathryn,150 Central Park S,New York,NY,10019,(212) 956-0456,n/a
Shopping,Bond Art and Science,38 W 21st St Rm 300,New York,NY,10010,(212) 226-6344,bondartscience
Shopping,Bond No. 9,399 Bleecker St,New York,NY,10014,(212) 633-1641,Bond_No9
Shopping,Bonita Beauty Supply,489 Tompkins Ave,Brooklyn,NY,11216,(718) 484-7070,n/a
Shopping,Bonpoint,392 Bleecker St,New York,NY,10014,(212) 647-1700,_BONPOINT
Shopping,Book Ark,109 E 9th St,New York,NY,10003,(212) 787-3914,n/a
Shopping,Book Xchange,48 W 8th St,New York,NY,10011,(212) 982-6659,n/a
Shopping,Booker's Barber Shop,336 E 106th St,New York,NY,10029,(212) 534-9074,n/a
Shopping,Books & Music,2727 Ocean Pkwy,Brooklyn,NY,11235,(347) 275-5932,n/a
Shopping,Bopkat Vintage,117 Union St,Brooklyn,NY,11231,(718) 222-1820,n/a
Shopping,Borden Janet,560 Broadway,New York,NY,10012,(212) 431-0166,n/a
Shopping,Bordnick B Studio,39 E 19th St Apt 3,New York,NY,10003,(212) 533-1180,n/a
Shopping,Boris Barber Shop,1076A Neill Ave,Bronx,NY,10461,(718) 822-4229,n/a
Shopping,Boro Park Photo Corporation,4603 Fort Hamilton Pkwy,Brooklyn,NY,11219,(718) 435-0323,n/a
Shopping,Borodkin Morris Atty,42 University Place,New York,NY,10003,(212) 473-1057,n/a
Shopping,Borough Hall-Oxford Tobacco Corp,75 Flatbush Avenue Ext,Brooklyn,NY,11201,(718) 857-1217,n/a
Shopping,Bortolami Dayan,510 W 25th Street,New York,NY,10001,(212) 727-2050,n/a
Shopping,Botier Inc,1050 2nd Ave,New York,NY,10022,(212) 371-2424,n/a
Shopping,Bower,4624 28th Street,Long Island City,NY,11101,(718) 707-9990,n/a
Shopping,Boxcar Mkt Place,4216 West St,Long Island City,NY,11101,(718) 786-4500,n/a
Shopping,Boxer Foundation,551 Madison Ave Ste 301,New York,NY,10022,(212) 308-7480,n/a
Shopping,Brady Mark,3 E 76th St,New York,NY,10021,(212) 249-7212,n/a
Shopping,Bragin Jerry,250 W 57,New York,NY,10001,(212) 765-6950,n/a
Shopping,Branches & Blooms,807 Avenue of the Americ,New York,NY,10001,(212) 288-4831,n/a
Shopping,Braswell Assoc,19 W 44th St Ste 619,New York,NY,10036,(212) 730-9630,n/a
Shopping,Brazil Barber Shop,79 Bayard St,New York,NY,10013,(212) 285-1211,n/a
Shopping,Breakaway Music,4402 11th St,Long Island City,NY,11101,(718) 707-9898,n/a
Shopping,Breukelen Cellars,504 Nostrand Ave,Brooklyn,NY,11216,(347) 240-5421,BREUKELENCELLAR
Shopping,Brian Moghadam Photo,48 W 48th St,New York,NY,10036,(212) 221-0185,n/a
Shopping,Bridal Suite of Manhattan,262 W 38th St,New York,NY,10018,(212) 764-3040,n/a
Shopping,Bridge Photographic,35 Broadway,Brooklyn,NY,11211,(718) 388-8398,n/a
Shopping,Brighton Eye Center,319 Brighton Beach Ave,Brooklyn,NY,11235,(718) 872-7922,n/a
Shopping,Brighton Vision,274 Brighton Beach Ave,Brooklyn,NY,11235,(718) 943-4777,n/a
Shopping,Brighton Wear Inc,516 Brighton Beach Ave,Brooklyn,NY,11235,(718) 743-4141,n/a
Shopping,Brisely Pharmacy Inc,4229 Broadway,New York,NY,10033,(212) 781-6314,n/a
Shopping,Brite Productions Inc,31 W 27th St Ste 10B,New York,NY,10001,(212) 481-1720,briteproduction
Shopping,Broadway Barber Shop,42-05 Broadway,Queens,NY,11103,(718) 274-0238,n/a
Shopping,Broadway Barber Shop Unisex,206 W 96th St,New York,NY,10025,(212) 666-0760,n/a
Shopping,Broadway Deals,1130 Broadway,Manhattan,NY,10010,(212) 213-9154,n/a
Shopping,Broadway Gold Connection,1140 Broadway Rm 701,New York,NY,10001,(212) 213-4220,n/a
Shopping,Broadway Windows,Broadway and E 10th St,New York,NY,10003,,n/a
Shopping,Bronx Care Pharmacy Inc,2404 Webster Ave,Bronx,NY,10458,(718) 220-1336,n/a
Shopping,Bronx Finest Barber,1179 Morrison Ave,Bronx,NY,10472,(917) 645-4838,n/a
Shopping,Bronx Marshal Arts Academy,1051 Allerton Ave,Bronx,NY,10469,(718) 325-2622,BXMartialArts
Shopping,Bronx Pawn Broker,301 E Kingsbridge Rd,Bronx,NY,10458,(718) 220-0200,n/a
Shopping,Bronx Trading Co,1375 Seabury Ave,Bronx,NY,10461,(718) 931-6448,n/a
Shopping,Brook Medical Pharmacy,582 5th Ave,Brooklyn,NY,11215,(718) 499-2616,n/a
Shopping,Brookdale Florist & Gift Baskets,1335 Linden Blvd,Brooklyn,NY,11212,(347) 292-1060,n/a
Shopping,Brooklyn Appliances Inc.,6206/08 18th Ave,Brooklyn,NY,11204,(718) 232-4778,n/a
Shopping,Brooklyn Art Incubator,677 Lafayette Ave,Brooklyn,NY,11216,(347) 365-6991,BkArtIncubator
Shopping,Brooklyn Best Audio,7808 New Utrecht Avenue # 1,Brooklyn,NY,11214,(718) 236-2848,n/a
Shopping,Brooklyn Bike and Board,560 Vanderbilt Ave,Brooklyn,NY,11238,(347) 295-2339,n/a
Shopping,Brooklyn Computers U S A,2802 Church Ave,Brooklyn,NY,11226,(347) 529-3890,BCSAPROM
Shopping,Brooklyn Electro-Musical,3518 Church Avenue,Brooklyn,NY,11203,(718) 282-5098,n/a
Shopping,Brooklyn Eye Boutique Inc,572 Atlantic Ave Ste 1,Brooklyn,NY,11217,(718) 636-4316,n/a
Shopping,Brooklyn Sporting Good Co,241 Dekalb Ave,Brooklyn,NY,11205,(718) 638-2537,n/a
Shopping,Brooklyn Woodwind & Brass,6 Bedford Ave,Brooklyn,NY,11222,(718) 874-3434,n/a
Shopping,Broomer A R Ltd,1050 2nd Avenue,New York,NY,10022,(212) 421-9530,n/a
Shopping,Broulis Steve Photgr,147 W 25th Street,New York,NY,10001,(212) 727-2757,n/a
Shopping,Brown Productions,865 United Nations Plz Apt 5A,New York,NY,10017,(212) 935-4334,n/a
Shopping,Brownefish Digital Imaging Inc,71 W 17th St,New York,NY,10011,(212) 627-0034,n/a
Shopping,Brownstone Home,211 7th Ave,Brooklyn,NY,11215,(718) 369-7178,n/a
Shopping,Bruce Frank Beads,215 W 83rd Street Apt 16F,New York,NY,10024,(212) 595-3746,n/a
Shopping,Bruce Levin Group,305 7th Avenue Rm 1101,New York,NY,10001,(212) 627-2281,n/a
Shopping,Bruce Silverstein Gallery,535 W 24th Street,New York,NY,10011,(212) 627-3930,n/a
Shopping,Bruckner Hobbies,3587 E Tremont Avenue,Bronx,NY,10465,(718) 863-3434,n/a
Shopping,Brunello Cucinelli,379 Bleecker St,New York,NY,10014,(212) 627-9202,Cucinelli
Shopping,BSH Showroom,1 Main St,Brooklyn,NY,11226,,n/a
Shopping,Buena Vista Vision Center,3777 Broadway,New York,NY,10032,(212) 926-0336,n/a
Shopping,Bum Equipement Ladies Denim Division,1411 Broadway,New York,NY,10018,(212) 302-1411,n/a
Shopping,Burberry Brit,367-369 Bleecker St,Manhattan,NY,10014,(212) 901-3600,Burberry
Shopping,Burkina Entertainment,177 E Houston St,New York,NY,10002,(212) 460-9348,n/a
Shopping,Burma Bibas Sportsware,2109 Borden Avenue,Long Island City,NY,11101,(718) 937-9773,n/a
Shopping,Burnside Optical,54 W Burnside Avenue,Bronx,NY,10453,(718) 299-5454,n/a
Shopping,Bushwick Bicycles,308 Irving Ave,Brooklyn,NY,11237,(718) 366-2804,n/a
Shopping,Business Technologies Group Inc,6 E 32nd St Fl 5,New York,NY,10016,(212) 843-6700,n/a
Shopping,Buy Buy Baby,270 7th Ave,New York,NY,10001,(917) 344-1555,n/a
Shopping,B'Way Barber Shop,3210 Broadway,New York,NY,10027,(212) 222-0354,n/a
Shopping,C & H Pawn Shop,181 Knickerbocker Avenue,Brooklyn,NY,11237,(718) 501-0008,n/a
Shopping,C & H Toy of America,1115 Broadway,New York,NY,10010,(212) 929-5430,n/a
Shopping,C & J Textiles,230 W 38th St,New York,NY,10018,(212) 354-0040,n/a
Shopping,C & P Grocery & Discount Store,8510 19th Ave,Brooklyn,NY,11214,(718) 236-2860,n/a
Shopping,C & R Tobacco,3570 Broadway,New York,NY,10031,(212) 694-1180,n/a
Shopping,C & S Barbershop,936 Glenmore Ave,Brooklyn,NY,11208,(718) 277-1291,n/a
Shopping,C & T Toys,778 Bergen Street,Brooklyn,NY,11238,(718) 789-0417,n/a
Shopping,C B Flowers Ltd,247 W 16th Street,New York,NY,10011,(212) 947-6365,n/a
Shopping,Cable Television Providers,660 Madison Avenue,New York,NY,10021,(212) 753-8429,n/a
Shopping,Cables & Techs,15 W 39th St,Manhattan,NY,10018,(212) 302-1111,n/a
Shopping,Cactus Three,234 W 21st St,New York,NY,10011,(212) 905-2340,cactusthree
Shopping,Cadillac's Castle,333 E 9th St,New York,NY,10003,(212) 475-0406,n/a
Shopping,Caelum Gallery,526 W 26th St,New York,NY,10001,(212) 924-4161,n/a
Shopping,Caesar's Bay Bazaar,1640 Shore Pkwy,Brooklyn,NY,11214,(718) 372-8686,n/a
Shopping,Caieyb Mighty Co,908 Utica Ave,Brooklyn,NY,11203,(718) 940-6056,n/a
Shopping,Camouflage Clothing,139 8th Ave,New York,NY,10011,(212) 691-1750,n/a
Shopping,Canal Jean Company,2236 Nostrand Ave,Brooklyn,NY,11210,(718) 421-7590,CanalJeanCo
Shopping,Canal Luggage & Merchandise,353 Canal St,New York,NY,10013,(212) 925-7578,n/a
Shopping,Canal Vision Center Inc,6 Elizabeth St,New York,NY,10013,(212) 732-0520,n/a
Shopping,Cando Manuel,71 W 47th St,New York,NY,10036,(212) 221-7815,n/a
Shopping,Candy Beauty Supply and Wholesale Corporation,3493 Broadway,New York,NY,10031,(212) 281-2800,n/a
Shopping,Capitol Fishing Tackle,218 W 23rd St,New York,NY,10011,(212) 929-6132,CapitolFishing
Shopping,Caramel Sound Music and Light,7 Weehawken Street,New York,NY,10014,(212) 691-9122,n/a
Shopping,Carboni Inc,501 5th Ave Rm 814,New York,NY,10017,(212) 867-0361,n/a
Shopping,Cardan Diamonds,580 5th Ave Ste 604,New York,NY,10036,(212) 302-8728,n/a
Shopping,Cardan Diamonds,590 5th Ave Fl 8,New York,NY,10036,(212) 302-8796,n/a
Shopping,Care First Pharmacy,8330 Broadway,Queens,NY,11373,(718) 205-0588,n/a
Shopping,Care Of Hotels,150 W 79th St,New York,NY,10024,(646) 596-7889,n/a
Shopping,Carhart Mansion Penmark Realty Corp,3 E 95th St,New York,NY,10128,(212) 427-3150,n/a
Shopping,Carlos De La Puente,241 E 60th St,New York,NY,10022,(212) 751-2282,n/a
Shopping,Carlos The Bike Doctor,330 Bruckner Blvd,Bronx,NY,10454,(917) 238-8031,n/a
Shopping,Carmelitas Flowers,188 Dahill Rd,Brooklyn,NY,11218,(718) 436-6828,n/a
Shopping,Carmine Street Guitars,42 Carmine Street,New York,NY,10014,(212) 691-8400,n/a
Shopping,Carnegie Ditgital Computers,1386 Avenue of the Americas,New York,NY,10019,(212) 757-7565,Carnegiedigital
Shopping,Carnegie Hall Barber Shop,911 7th Ave,New York,NY,10019,(212) 581-8990,n/a
Shopping,Carolina Herrera,954 Madison Ave,New York,NY,10021,(212) 249-6552,n/a
Shopping,Carols Daughter,960 Atlantic Ave,Brooklyn,NY,11238,(718) 857-0282,Carols_Daughter
Shopping,Carroll Gardens Florist Corporation,373 Court Street,Brooklyn,NY,11231,(718) 855-2707,n/a
Shopping,Carter & Cunningham,195 Chrystie St,New York,NY,10002,(212) 375-1787,markandjames
Shopping,Cartridge World,407 Park Ave S,New York,NY,10016,(212) 683-4465,cartridgeworld
Shopping,Casa Magazines,22 8th Ave,New York,NY,10014,(212) 645-1197,n/a
Shopping,Casey M Kaplan,525 W 21st Street,New York,NY,10011,(212) 645-7335,n/a
Shopping,Cash Buy & Sell,1584 Jerome Avenue,Bronx,NY,10452,(718) 294-5779,n/a
Shopping,Cash Depot,1006 Avenue of the Americ,New York,NY,10018,(212) 575-2274,n/a
Shopping,Cashflow Managmnt Inc,230 Park Ave Rm 618,New York,NY,10169,(212) 370-1570,n/a
Shopping,Cashmore Furn Corp,108 Greenwich St,New York,NY,10006,(212) 267-7474,n/a
Shopping,Cassel Mitchell,55 W 49th St,New York,NY,10112,(212) 765-4444,n/a
Shopping,Castle Hill Community Pharmacy,706 Castle Hill Avenue,Bronx,NY,10473,(718) 319-8200,n/a
Shopping,Cause For Paws,East 23rd St and 3rd Ave,Manhattan,NY,10010,,n/a
Shopping,Cbm Systems Inc,1205 Remsen Ave,Brooklyn,NY,11236,(718) 531-4400,n/a
Shopping,Cedeno Master Hairdresser & Barber,357 E 198th Street,Bronx,NY,10458,(718) 562-8767,n/a
Shopping,Cee & Cee Dept Store,331 E Fordham Rd,Bronx,NY,10458,(718) 364-0809,n/a
Shopping,Cee & Cee Store,831 Soundview Avenue,Bronx,NY,10473,(718) 893-9021,n/a
Shopping,Cell 4 Sale,1047 Brighton Beach Ave,Brooklyn,NY,11235,(718) 765-1100,n/a
Shopping,Cell Doctor,3113 Ditmars Blvd,Long Island City,NY,11105,(718) 204-2892,n/a
Shopping,Cell Power,85 Avenue O,Brooklyn,NY,11204,(718) 265-6000,n/a
Shopping,Cell Tech Wireless,1824 Avenue M,Brooklyn,NY,11230,(718) 787-1904,n/a
Shopping,Cellular 4 Less,5308 13th Ave,Brooklyn,NY,11219,(718) 851-7600,n/a
Shopping,Cellular Express,1018 Avenue of the Americas,New York,NY,10018,(212) 221-3400,n/a
Shopping,Cellular Hut,1625 Gravesend Neck Rd,Brooklyn,NY,11229,(718) 368-2134,n/a
Shopping,Cellular Plus,7614 Roosevelt Ave,Flushing,NY,11372,(718) 424-1200,n/a
Shopping,Cellular Plus 116 Inc,170 E 116th St Ste 1,New York,NY,10029,(212) 996-1500,n/a
Shopping,Cellular World & Beepers,260 Flatbush Avenue,Brooklyn,NY,11217,(718) 623-1492,n/a
Shopping,Cenere,390 5th Avenue Rm 606,New York,NY,10018,(212) 268-9090,n/a
Shopping,Center For Book Arts,28 W 27th St,New York,NY,10001,(212) 481-0295,n/a
Shopping,Central Sports / CsSkate,1412 Kings Hwy,Brooklyn,NY,11229,(718) 376-9383,n/a
Shopping,Century Business Solutions,148 Madison Ave,New York,NY,10016,(212) 779-7171,n/a
Shopping,Century Florist,1160 Lexington Avenue,New York,NY,10021,(212) 838-4585,n/a
Shopping,Century Flower Shop,1160 Lexington Avenue,New York,NY,10021,(212) 288-3432,n/a
Shopping,Ceri Beauty Supply,612 E 187th St,Bronx,NY,10458,(718) 220-1888,n/a
Shopping,Cgs Computer Asociates,140 Broadway,New York,NY,10005,(212) 858-7574,n/a
Shopping,Chadwick Fine Jewelry,601 W 151st St,New York,NY,10031,(800) 252-1458,n/a
Shopping,Chairmasters,200 E 146th St,Bronx,NY,10451,(718) 292-0600,Chairmasters
Shopping,Chambers Fine Art,210 11th Ave,New York,NY,10001,(212) 414-1169,n/a
Shopping,Changing Faces Barber Salon,692 Fulton St,Brooklyn,NY,11217,(718) 222-3076,n/a
Shopping,Chantilly Lace,148 A E 28 St,Manhattan,NY,10016,(212) 213-1492,n/a
Shopping,Chaos Watches & Accessories,385 5th Avenue Rm 1100,New York,NY,10016,(212) 684-1798,n/a
Shopping,Charlene Star Discount Beauty Supply,6121 17th Ave,Brooklyn,NY,11204,(718) 236-1255,n/a
Shopping,Charles Cheriff Galleries Ltd,84 University Place,New York,NY,10003,(212) 675-6131,n/a
Shopping,Charles Computer,1 Hillel Pl,Brooklyn,NY,11210,(718) 484-0978,n/a
Shopping,Charles Gluck,211 W 56th Street,New York,NY,10019,(212) 581-4202,n/a
Shopping,Charles Ives Society,900 3rd Avenue Fl 36,New York,NY,10022,(212) 895-2367,n/a
Shopping,Charles P Rogers Brass & Iron Beds,55 W 17th St Frnt,New York,NY,10011,(212) 675-4400,n/a
Shopping,Charming Gift & Discount Store,2137 31st St,New York,NY,11102,(718) 932-7217,n/a
Shopping,Chase Computers,4522 Church Ave,Brooklyn,NY,11203,(888) 781-4100,n/a
Shopping,Chase Office Supplies Ltd,,Brooklyn,NY,11201,(718) 852-9400,n/a
Shopping,Chavhan Cigar Store,137 E 56th St,New York,NY,10022,(212) 759-0317,n/a
Shopping,Cheap Charlie's,712 Manhattan Avenue,Brooklyn,NY,11222,(718) 389-5464,n/a
Shopping,Cheim & Read,547 W 25th St,New York,NY,10001,(212) 242-7727,cheimread
Shopping,Chelo Cabezas,950 Anderson Ave,Bronx,NY,10452,(718) 293-2553,n/a
Shopping,Chelsea Barbers,465 W 23rd St,New York,NY,10011,(212) 741-2254,n/a
Shopping,Chelsea Grand Barbershop,237 9th Ave,New York,NY,10001,(212) 255-7878,n/a
Shopping,Chelsea Lion's Head LLC,121 W 19th St,New York,NY,10011,(212) 627-9150,n/a
Shopping,Cheng Jian Ling,41 E Broadway,New York,NY,10002,(212) 233-8078,n/a
Shopping,Cheung Alberto Manuel,1050 2nd Avenue,New York,NY,10022,(212) 980-9585,n/a
Shopping,Chico Hamilton Productions,321 E 45th St,New York,NY,10017,(212) 682-1475,n/a
Shopping,Children's Health Fund,317 E 64th Street,New York,NY,10021,(212) 535-9400,chfund
Shopping,Children's Safety Programs,234 W 22nd St,New York,NY,10011,(212) 627-2332,n/a
Shopping,Chinatown Perfume Shops,,New York,NY,,,n/a
Shopping,Chinese Porcelain Co,475 Park Ave,New York,NY,10022,(212) 838-7744,n/a
Shopping,Chips Cleaners Corp,1787 Lexington Ave,New York,NY,10029,(212) 987-2979,n/a
Shopping,Chiti Beauty,145 Front St,Brooklyn,NY,11201,(347) 460-4244,n/a
Shopping,Choice One Digital,3215 Quentin Road,Brooklyn,NY,11234,(718) 382-6625,n/a
Shopping,Choithram & Sons Inc,3461 E Tremont Ave,Bronx,NY,10465,(718) 829-2307,n/a
Shopping,Choles Beauty Supply,417 Marcus Garvey Blvd,Brooklyn,NY,11216,(718) 443-0830,CholeBeautyStre
Shopping,Choose The Right Furniture Appliance And Cookware,790 Grand Concourse Apt 5N,Bronx,NY,10451,(718) 585-3786,n/a
Shopping,Chris Callis Studio,298 Clinton St,Brooklyn,NY,11201,(718) 638-5150,n/a
Shopping,Chris King of Foliage,151 W 28th Street,New York,NY,10001,(212) 564-8316,n/a
Shopping,Christi Harris Eyebrow Planning Bar,Time Warner Building,New York,NY,,(212) 823-2513,CHCosmetics
Shopping,Christian Dior Counter,Bloomingdale's,New York,NY,10022,(212) 705-2000,n/a
Shopping,Christian Jewelry Pawnshop,1340 Edward L Grant Hwy,Bronx,NY,10452,(718) 588-0500,n/a
Shopping,Christian Unisex Barber Shop,1271 College Ave,Bronx,NY,10456,(646) 404-5814,n/a
Shopping,Christie's,20 Rockefeller Plz,New York,NY,10020,(212) 636-2000,ChristiesInc
